title,latitude,longitude,description
Antique Café,40.70746874,-74.00589065,55 West 26th Street<br>http://www.openwifinyc.com/classic/a/Antique-Cafe-NY-10010
Battery Gardens,40.74472908,-73.9908522,Battery Park<br>http://www.openwifinyc.com/classic/a/Battery-Gardens-NY-10004
East West Café,40.70154804,-74.01481429,78 5th Avenue<br>http://www.openwifinyc.com/classic/a/East-West-Cafe-NY-10011
Bravo Café,40.73580737,-73.9941837,52 Broadway<br>http://www.openwifinyc.com/classic/a/Bravo-Cafe-NY-10004
Condesa Café,40.70648033,-74.01227067,183 West 10th Street<br>http://www.openwifinyc.com/classic/a/Condesa-Cafe-NY-10014
Silo Café,40.73438964,-74.00269313,31 East 32nd Street<br>http://www.openwifinyc.com/classic/a/Balduccis-Mezzanine-Cafe-NY-10011
Kaffe 1668,40.74012828,-74.00276082,275 Greenwich Street<br>http://www.openwifinyc.com/classic/a/Kaffe-1668-NY-10007
Giana Espresso Bar,40.71517789,-74.01093518,1584 1st Avenue<br>http://www.openwifinyc.com/classic/a/Giana-Espresso-Bar-NY-10028
Time Café Astoria,40.77447106,-73.95079613,44-18 Broadway<br>http://www.timecafeny.com/index.php?page=wifi
Bagels & Cakes,40.75695292,-73.91530456,42-14 Bell Boulevard<br>http://www.wififreespot.com/ny.html
Coffee Den,40.76228328,-73.77058989,144 Union Street<br>http://www.wififreespot.com/ny.html
Crest Café,40.68383486,-74.00186003,463 Union Avenue<br>http://www.wififreespot.com/ny.html
Café Addis,40.71432483,-73.95167758,435 W 125 Street<br>http://www.openwifispots.com/spot_free_wifi_wireless_hotspot_CAFE_ADDIS_New_York_NY_31195.aspx
Cafecito,40.8124272,-73.95507487,185 Avenue C<br>http://www.openwifispots.com/spot_free_wifi_wireless_hotspot_Cafecito_New_York_NY_6185.aspx
Café Soleil,40.72690548,-73.9771109,37-14 Astoria Blvd<br>http://www.openwifispots.com/spot_free_wifi_wireless_hotspot_Cafe_Soleil_Queens_NY_32472.aspx
Coffe & Tea Market  Café,40.76892596,-73.91249406,422 Forest Avenue<br>http://www.wififreespot.com/ny.html
Lindenwood diner,40.63067278,-74.10336453,2870 Linden Boulevard<br>http://www.lindenwooddiner.com/reviews.html
Saje Café,40.6697999,-73.85748231,710 Franklin Avenue<br>http://www.wififreespot.com/ny.html
The Mark Bar,40.67448955,-73.95677136,1025 Manhattan Avenue<br>http://www.wififreespot.com/ny.html
Alor Café,40.73396837,-73.95513064,2110 Richmond Road<br>http://www.wififreespot.com/ny.html
Cake Shop,40.58135878,-74.11143288,152 Ludlow Street<br>http://www.openwifispots.com/spot_free_wifi_wireless_hotspot_Cake_Shop_New_York_NY_5454.aspx
Flight 151,40.72071441,-73.98739962,151 8th Avenue<br>http://www.openwifispots.com/spot_free_wifi_wireless_hotspot_Flight_151_New_York_NY_6377.aspx
Galaxy Global Eatery,40.74210415,-74.00115952,15 Irving Place<br>http://www.openwifispots.com/spot_free_wifi_wireless_hotspot_Galaxy_Global_Eatery_New_York_NY_5758.aspx
Greenwich Treehouse,40.73491802,-73.98845652,46 Greenwich Avenue<br>http://www.openwifispots.com/spot_free_wifi_wireless_hotspot_Greenwich_Treehouse_New_York_NY_5770.aspx
Gramstand,40.7356145,-74.00027876,214 Avenue A<br>http://www.openwifispots.com/spot_free_wifi_wireless_hotspot_Gramstand_New_York_NY_5480.aspx
Gimme Coffee,40.72986301,-73.98050639,495 Lorimer Street<br>http://www.wififreespot.com/ny.html
Grille de Paris Restaurant,40.71169165,-73.94924405,904 Kings Hwy<br>http://www.wififreespot.com/ny.html
Housing Works Bookstore Café,40.60658591,-73.96347493,126 Crosby Street<br>http://www.openwifispots.com/spot_free_wifi_wireless_hotspot_Housing_Works_Bookstore_Cafe_New_York_NY_5783.aspx
Kdog & dunebuggy Coffee,40.72480609,-73.99671188,43 Lincoln Road<br>http://www.wififreespot.com/ny.html
Le Gamin,40.66081094,-73.96134713,556 Vanderbilt Avenue<br>http://www.wififreespot.com/ny.html
Lucky Jack's,40.6800168,-73.96828473,129 Orchard Street<br>http://www.openwifispots.com/spot_free_wifi_wireless_hotspot_Lucky_Jacks_New_York_NY_5510.aspx
88 Orchard,40.71966774,-73.98965786,88 Orchard Street<br>http://www.openwifispots.com/citylist_free_wifi_wireless_hotspot-New_York_NY.aspx
Pop Diner,40.71797609,-73.99010174,86-02 Queens Boulevard<br>http://www.popdiner.com/
Plaza Lounge,40.73663409,-73.8774936,29-20 30th Avenue<br>http://www.wififreespot.com/ny.html
Rapture Café & Books,40.76744167,-73.92297907,200 Avenue A<br>http://www.openwifispots.com/spot_free_wifi_wireless_hotspot_Rapture_Cafe_and_Books_New_York_NY_19752.aspx
Tisserie,40.72926114,-73.98084629,857 Broadway<br>http://www.openwifispots.com/spot_free_wifi_wireless_hotspot_Tisserie_New_York_NY_6842.aspx
Best Value Electronics,40.73734652,-73.99056626,6 West 14th Street<br>http://www.wififreespot.com/ny.html
The Little Owl,40.73599372,-73.99436147,90 Bedford Street<br>http://www.thelittleowlnyc.com/
la Fusta Restaurant,40.73229699,-74.00524371,80-32 Baxter Avenue<br>http://www.lafustarestaurant.com
Sanford Restaurant,40.74469427,-73.88431612,30-13 Broadway<br>http://www.openwifispots.com/spot_free_wifi_wireless_hotspot_Sanford_Restaurant_New_York_NY_19754.aspx
Columbia University,40.76229643,-73.9255545,114 th - 120th Streets<br>http://www.openwifispots.com/spot_free_wifi_wireless_hotspot_Columbia_University_New_York_NY_5679.aspx
Business Coffeshop,40.80771571,-73.96228539,623 Grand Street<br>http://www.openwifispots.com/spot_free_wifi_wireless_hotspot_Business_Brooklyn_NY_32212.aspx
Potion Café,40.71153062,-73.9471331,248 McKibbin Street<br>http://www.openwifispots.com/spot_free_wifi_wireless_hotspot_Potion_Cafe_New_York_NY_5870.aspx
Smooch,40.70552194,-73.93709853,264 Carlton Avenue<br>http://www.openwifispots.com/spot_free_wifi_wireless_hotspot_Smooch_New_York_NY_6738.aspx
Buffalo Wild Wings Grill & Bar,40.68979831,-73.97234303,139 Flatbush Avenue<br>http://www.openwifispots.com/spot_free_wifi_wireless_hotspot_Buffalo_Wild_Wings_Grill_and_Bar_Brooklyn_NY_329.aspx
Goodbye Blue Monday,40.68429023,-73.97710532,1087 Broadway<br>http://www.openwifispots.com/spot_free_wifi_wireless_hotspot_Goodbye_Blue_Monday_New_York_NY_19745.aspx
Joyce Bakeshop,40.69457332,-73.93050744,646 Vanderbilt Avenue<br>http://www.openwifispots.com/spot_free_wifi_wireless_hotspot_Joyce_Bakeshop_Brooklyn_NY_24637.aspx
Solomon's Porch,40.67717928,-73.96939954,307 Stuyvesant Avenue<br>http://www.openwifispots.com/spot_free_wifi_wireless_hotspot_Solomons_Porch_New_York_NY_6742.aspx
CDSC Clinton Hill,40.68399249,-73.93198598,352 Classon Avenue<br>https://auth.nycwireless.net/hotspots_map.php
Co Labs,40.688464,-73.96021029,247  Stuyvesant Avenue<br>https://auth.nycwireless.net/hotspots_map.php
Office Depot,40.68629063,-73.93247165,1441 Broadway<br>http://www.openwifispots.com/spot_free_wifi_wireless_hotspot_Office_Depot_New_York_NY_3837.aspx
Sugar Café,40.75498892,-73.98716783,200 Allen Street<br>http://www.openwifispots.com/spot_free_wifi_wireless_hotspot_Sugar_Cafe_New_York_NY_5537.aspx
Vinny Vincenz Square Pizza,40.72217243,-73.98863411,231 1st Avenue<br>http://www.openwifispots.com/spot_free_wifi_wireless_hotspot_Vinny_Vincenz_Square_Pizza_New_York_NY_6878.aspx
Witchcraft - Midtwon,40.73115522,-73.98303774,555 5th Avenue<br>http://www.openwifispots.com/spot_free_wifi_wireless_hotspot_Wichcraft_New_York_NY_6040.aspx
Witchcraft - Tribeca,40.75581228,-73.97888717,397 Greenwich Street<br>http://www.openwifinyc.com/classic/a/witchcraft-Tribeca-NY-10013
Witchcraft - Flatiron,40.7204268,-74.00976387,11 East 20th Street<br>http://www.openwifinyc.com/classic/a/witchcraft-Flatiron-NY-10003
Witchcraft - Village,40.73948552,-73.99005812,60 East 8th Street<br>http://www.openwifinyc.com/classic/a/witchcraft-Village-NY-10003
Wichcraft,40.73046161,-73.99305261,269 11th Avenue<br>http://www.openwifispots.com/citylist_free_wifi_wireless_hotspot-New_York_NY.aspx
Witchcrafft - Park Ave,40.75169371,-74.00497355,245 Park Avenue<br>http://www.openwifinyc.com/classic/a/witchcraft-Park-Ave-NY-10167
Whole Foods Market,40.75461117,-73.97468577,270 Greenwich Street<br>http://www.openwifispots.com/spot_free_wifi_wireless_hotspot_Whole_Foods_Market_New_York_NY_89527.aspx
Whole Foods Market,40.71548742,-74.01151341,95 E Houston Street<br>http://www.openwifispots.com/spot_free_wifi_wireless_hotspot_Whole_Foods_Market_New_York_NY_89526.aspx
Whole Foods Market,40.72345639,-73.99188058,4 Union Square E<br>http://www.openwifispots.com/spot_free_wifi_wireless_hotspot_Whole_Foods_Market_New_York_NY_89525.aspx
Whole Foods Market,40.73480119,-73.99142453,250 7th Avenue<br>http://www.openwifispots.com/citylist_free_wifi_wireless_hotspot-New_York_NY.aspx
Whole Foods Market,40.74530621,-73.9954887,10 Columbus Cir<br>http://www.openwifispots.com/citylist_free_wifi_wireless_hotspot-New_York_NY.aspx
Yogurteria,40.76837446,-73.98282008,699 W 39th Street<br>http://www.openwifispots.com/citylist_free_wifi_wireless_hotspot-New_York_NY.aspx
Yogurteria,40.75993902,-74.00210084,213-35 39th Avenue<br>http://www.wififreespot.com/ny.html
Yushi Suhi  Park Ave,40.76562116,-73.77159895,245 Park Avenue<br>http://www.openwifinyc.com/classic/a/Yushi-Sushi-Park-Ave-NY-10167
Juan Valdez -Lexington Avenue,40.75467864,-73.9743872,480 Lexington Avenue<br>http://www.openwifinyc.com/classic/a/Juan-Valdez-Lexington-Ave-NY-10167
Juan Valdez - Times Square,40.75429009,-73.9742704,1451 Broadway<br>http://www.openwifinyc.com/classic/a/Juan-Valdez-Times-Sq-NY-10036
Sublte Tea,40.75551026,-73.98688378,121 Madison Ave<br>http://www.openwifinyc.com/classic/a/Subtle-Tea-NY-10016
Bonobo,40.74529788,-73.98438154,18 East 23rd Street<br>http://www.openwifinyc.com/classic/a/Bonobo-NY-10010
Koyzina Café,40.74065934,-73.98824163,62 William Street<br>http://www.openwifinyc.com/classic/a/Koyzina-Cafe-NY-10006
Financier,40.70709606,-74.00846933,62 Stone Street<br>http://www.openwifinyc.com/classic/a/Financier-NY-10004
Gregory's Coffee,40.70451147,-74.00984147,327  Park Avenue South<br>http://www.openwifinyc.com/classic/a/Gregorys-Coffee-NY-10010
View Bar,40.74092204,-73.98544941,232 8th Avenue<br>http://www.openwifinyc.com/classic/a/View-Bar-NY-10011
Rice,40.74433709,-73.99876997,115 Lexington Ave<br>http://www.openwifinyc.com/classic/a/Rice-NY-10016
Grand Central Terminal at the Dinining Concourse,40.74245456,-73.98233838,87 E 42nd Street<br>http://www.openwifispots.com/spot_free_wifi_wireless_hotspot_Grand_Central_Terminal_at_the_Dining_Concourse_New_York_NY_19746.aspx
Barnes & Noble,40.7525969,-73.97732923,31 10 Thomson Avenue<br>http://www.barnesandnobleinc.com
Barnes & Noble,40.74399598,-73.93512413,40 Worth Street<br>http://www.barnesandnobleinc.com
Barnes & Noble,40.71708113,-74.00699734,97 Warren Street<br>http://www.barnesandnobleinc.com
Barnes & Noble,40.71532272,-74.01093593,222 Clinton Avenue<br>http://www.barnesandnobleinc.com
Barnes & Noble,40.69133631,-73.96899431,150 East 86th Street<br>http://www.barnesandnobleinc.com
Barnes & Noble,40.77903021,-73.95514636,70-00 Austin Street<br>http://www.barnesandnobleinc.com
Barnes & Noble,40.72077559,-73.84691655,176-60 Union Turnpike<br>http://www.barnesandnobleinc.com
Guy & Gallard - East 34 St,40.72567918,-73.79102104,120 East 34 Street<br>http://www.openwifinyc.com/classic/a/Guy-and-Gallard-East-34-St-NY-10016
Guy & Gallard - Madison Ave,40.7463086,-73.98033014,28 East 34th Street<br>http://www.openwifinyc.com/classic/a/Guy-and-Gallard-Madison-Ave-NY-10016
Guy & Gallard - 7th Ave,40.74763921,-73.98345717,469 7th Avenue<br>http://www.openwifinyc.com/classic/a/Guy-and-Gallard-7th-Ave-NY-10018
Guy & Gallard - West 38 St,40.75193651,-73.98945158,245 West 38th Street<br>http://www.openwifinyc.com/classic/a/Guy-and-Gallard-West-38-St-NY-10018
Guy & Gallard - 6th Ave,40.75435695,-73.99019473,1001 6th Avenue<br>http://www.openwifinyc.com/classic/a/Guy-and-Gallard-6th-Ave-NY-10018
Chevy's Fresh Mex,40.75202339,-73.98657122,259 W 42nd Street<br>http://www.chevysny.com
Chevy's Fresh Mex,40.75731596,-73.98936491,2690 Hylan Blvd<br>http://www.chevysny.com
Good to Go Rest,40.56649901,-74.11330232,1894 Eastchester Rd<br>http://www.wififreespot.com/ny.html
Burger King,40.85147419,-73.84351384,103 E 161 Street<br>http://www.wififreespot.com/ny.html
McDonald's,40.82771993,-73.9243148,35-40 Nostrand Ave<br>http://www.mcdonalds.com/wireless.html
Starbucks,40.69870546,-73.95277515,910 Manhattan Avenue<br>http://www.starbucks.com
JFK International Airport - Delta Sky Club,40.73046412,-73.9539161,Terminal 4<br>http://www.delta.com/traveling_checkin/airport_information/delta_sky_club/sky_club_locations/index.jsp
Metropolitan Museum of Art,40.64355752,-73.78074148,1000 Fifth Avenue<br>http://www.metmuseum.org/
Starbucks,40.77942605,-73.96343466,462 7th Avenue<br>http://www.starbucks.com
Starbucks,40.75196581,-73.99033439,2681 Broadway<br>http://www.starbucks.com
Starbucks,40.79885872,-73.96933936,494 Eighth Ave.<br>http://www.starbucks.com
Starbucks,40.75259728,-73.99275975,334 Fifth Ave.<br>http://www.starbucks.com
Starbucks,40.74770271,-73.9854989,76 9th Ave<br>http://www.starbucks.com
Starbucks,40.74167568,-74.00448152,875 Sixth Ave<br>http://www.starbucks.com
Starbucks,40.74821365,-73.98934244,585 2nd Avenue<br>http://www.starbucks.com
Starbucks,40.74382298,-73.9769324,145 Third Avenue<br>http://www.starbucks.com
Starbucks,40.73365794,-73.98650866,10 UNION SQUARE EAST<br>http://www.starbucks.com
Starbucks,40.73498181,-73.98963704,510 Sixth Avenue<br>http://www.starbucks.com
Starbucks,40.73683985,-73.99678848,93 Greenwich Avenue<br>http://www.starbucks.com
Starbucks,40.73727904,-74.00191971,450 7th Avenue<br>http://www.starbucks.com
Starbucks,40.7514663,-73.99075313,21 East 8th Street<br>http://www.starbucks.com
Starbucks,40.73205843,-73.99499905,51 Astor Place<br>http://www.starbucks.com
Starbucks,40.73010385,-73.99013551,13-25 Astor Place<br>http://www.starbucks.com
Starbucks,40.73014516,-73.99198645,378 6th Avenue<br>http://www.starbucks.com
Starbucks,40.73296705,-73.99966804,72 Grove Street<br>http://www.starbucks.com
Starbucks,40.73316464,-74.00273144,665 Broadway<br>http://www.starbucks.com
Starbucks,40.72742805,-73.9956813,150 Varick Street<br>http://www.starbucks.com
Starbucks,40.72601172,-74.00535767,72 SPRING STREET<br>http://www.starbucks.com
Starbucks,40.72240521,-73.99788591,80 Delancey Street<br>http://www.starbucks.com
Starbucks,40.71934163,-73.98986293,471 Broadway<br>http://www.starbucks.com
Starbucks,40.72132654,-74.00063133,241 Canal Street<br>http://www.starbucks.com
Starbucks,40.71860374,-73.99974026,111 Worth Street<br>http://www.starbucks.com
Starbucks,40.7159001,-74.00327905,291 Broadway<br>http://www.starbucks.com
Starbucks,40.7149503,-74.00604938,125 Chambers Street<br>http://www.starbucks.com
Starbucks,40.71554299,-74.00881262,233 Broadway<br>http://www.starbucks.com
Starbucks,40.71244694,-74.00831082,38 Park Row<br>http://www.starbucks.com
Starbucks,40.71154403,-74.00646749,195 Broadway<br>http://www.starbucks.com
Starbucks,40.7108631,-74.0097859,165 Broadway<br>http://www.starbucks.com
Starbucks,40.70972941,-74.01086061,100 William Street<br>http://www.starbucks.com
Starbucks,40.70834634,-74.00718495,55 Liberty Street<br>http://www.starbucks.com
Starbucks,40.70885122,-74.00938523,115 Broadway<br>http://www.starbucks.com
Starbucks,40.70893612,-74.01146645,80 Pine Street<br>http://www.starbucks.com
Starbucks,40.70615055,-74.0068024,45 Wall Street<br>http://www.starbucks.com
Starbucks,40.70620248,-74.00992949,100 Wall Street<br>http://www.starbucks.com
Starbucks,40.70515694,-74.00693935,2 Broadway<br>http://www.starbucks.com
Starbucks,40.70448672,-74.01272081,55 Broad Street<br>http://www.starbucks.com
Starbucks,40.70521973,-74.01126023,3 New York Plaza<br>http://www.starbucks.com
Starbucks,40.70294143,-74.01267724,1 Battery Park Plaza<br>http://www.starbucks.com
Starbucks,40.70322119,-74.01443372,803 W 181st St<br>http://www.starbucks.com
T-Mobile,40.85128692,-73.93846411,2409 Broadway<br>http://www.t-mobile.com/
Cyber Cafe - Taste of New York Food Court,40.79019783,-73.97552957,707 8th Avenue<br>http://www.theupsstore.com/
The UPS Store,40.80131772,-73.96833772,217 E 86 St<br>http://www.theupsstore.com
The UPS Store,40.7786437,-73.95288021,366 Amsterdam Avenue<br>http://www.theupsstore.com/
The UPS Store,40.78212909,-73.97946481,954 3rd Ave<br>http://www.theupsstore.com/
The UPS Store,40.76059666,-73.96770372,4768 Broadway<br>http://www.theupsstore.com/
The UPS Store,40.86547542,-73.92635738,132 East 43rd St<br>http://www.theupsstore.com/
The UPS Store,40.75163146,-73.97533801,1357 Broadway<br>http://www.theupsstore.com
The UPS Store,40.75186129,-73.98795951,2216 Frederick Douglas Blvd<br>http://www.theupsstore.com/
The UPS Store,40.80655785,-73.95346731,7 E 8th St<br>http://www.theupsstore.com/
The UPS Store,40.73234117,-73.9956449,527 3rd Ave<br>http://www.theupsstore.com
The UPS Store,40.74639761,-73.97718413,163 3rd Ave<br>http://www.theupsstore.com
Time Square Deli,40.73432486,-73.98606831,211 West 43rd street<br>http://www.t-mobile.com/
T-Mobile,40.72943708,-73.99292823,55 West 125th Street<br>http://www.t-mobile.com/
T-Mobile,40.80749515,-73.94414698,307 Madison Avenue<br>http://www.t-mobile.com
T-Mobile,40.7524227,-73.97911665,180 Fifth Avenue<br>http://www.t-mobile.com/
T-Mobile,40.741275,-73.9901555,228 East 86th Street<br>http://www.t-mobile.com/
T-Mobile,40.77791092,-73.95301794,2181 Broadway<br>http://www.t-mobile.com/
T-Mobile,40.78282379,-73.98110035,1138 3rd Avenue<br>http://www.t-mobile.com/
T-Mobile,40.76636209,-73.96343385,167 West 57th Street<br>http://www.t-mobile.com/
T-Mobile,40.76560853,-73.97956737,253 8th Ave<br>http://www.t-mobile.com/
T-Mobile,40.74512355,-73.99888846,485 Madison Ave<br>http://www.t-mobile.com/
T-Mobile,40.75880055,-73.97449792,818 3rd Ave<br>http://www.t-mobile.com/
McDonald's,40.75603574,-73.97086784,West 33rd Street & 7th Avenue<br>http://www.mcdonalds.com/wireless.html
Twin Deli,40.75031902,-73.9911106,162 Madison Ave<br>http://www.webtoast.com/
Webtoast Internet Service Inc.,40.80427083,-73.96755972,21 West 46 Street<br>http://www.chelseapiers.com/index.html#
Club Quarters,40.74875401,-74.00863139,52 William St<br>http://www.FedexKinkos.com
Houlihan's,40.70877557,-74.00673783,2 Penn Plaza<br>http://www.mcdonalds.com/wireless.html
McDonald's,40.7529525,-73.98033855,729 2nd Avenue<br>http://www.mcdonalds.com/wireless.html
McDonald's,40.7481603,-73.97379337,1109 6th Avenue<br>http://www.mcdonalds.com/wireless.html
McDonald's,40.75527755,-73.9841204,4040 Broadway<br>http://www.mcdonalds.com/wireless.html
McDonald's,40.84276818,-73.93890064,1997 3rd Ave<br>http://www.mcdonalds.com/wireless.html
NY State Supreme Court,40.79381705,-73.94265459,111 Centre St.<br>http://www.starbucks.com
Starbucks,40.7563903,-73.97076134,801 West 181st Street<br>http://www.starbucks.com
Starbucks,40.85128648,-73.93846304,78 Spring Street<br>http://www.starbucks.com
Starbucks,40.72240353,-73.99788751,100 Church Street<br>http://www.starbucks.com
Starbucks,40.71329022,-74.01012567,3410 Broadway<br>http://www.starbucks.com
Starbucks,40.82220985,-73.95315533,141 2nd Avenue<br>http://www.starbucks.com
Starbucks,40.72918249,-73.98758355,63 West 30th Street<br>http://www.starbucks.com
Starbucks,40.7472604,-73.98930296,655 Lexington Avenue<br>http://www.starbucks.com
Starbucks,40.7592817,-73.9699276,250 Vesey Street<br>http://www.starbucks.com
Starbucks,40.71399546,-74.01583337,48 West 73rd Street<br>http://www.starbucks.com
Starbucks,40.77782124,-73.9781916,2379 Broadway<br>http://www.starbucks.com
Starbucks,40.78893261,-73.97669122,2610 Broadway<br>http://www.starbucks.com
Starbucks,40.79595396,-73.97025668,731 Lexington Avenue<br>http://www.starbucks.com
Starbucks,40.76148561,-73.96766719,95 West Broadway<br>http://www.starbucks.com
Starbucks,40.71554142,-74.0088117,110 Pearl Street<br>http://www.starbucks.com
Starbucks,40.70459817,-74.00881439,140 Varick Street<br>http://www.starbucks.com
Starbucks,40.72601104,-74.0053571,1021 Third Avenue<br>http://www.starbucks.com
T-Mobile,40.7623919,-73.96559875,170 Broadway<br>http://www.t-mobile.com/
TCC Teleplex Public Telephone,40.70952421,-74.00983253,410 West Broadway<br>http://www.theupsstore.com
Big Cup Tea & Coffee House,40.71636685,-74.00408019,228 8th Ave<br>http://www.FedexKinkos.com
McDonald's,40.69360416,-73.99087442,1642 Pitkin Ave<br>http://www.mcdonalds.com/wireless.html
McDonald's,40.66916184,-73.91227784,6620 Bay Pky<br>http://www.mcdonalds.com/wireless.html
McDonald's,40.61296322,-73.98280594,2410 Coney Island Ave<br>http://www.mcdonalds.com/wireless.html
McDonald's,40.59807739,-73.96146085,357 Hamilton Avenue<br>http://www.mcdonalds.com/wireless.html
McDonald's,40.67352529,-73.99914365,82 Court St<br>http://www.mcdonalds.com/wireless.html
McDonald's,40.69141318,-73.99186452,1275 Fulton Street<br>http://www.mcdonalds.com/wireless.html
McDonald's,40.68065139,-73.95031687,6419 18th Ave<br>http://www.mcdonalds.com/wireless.html
McDonald's,40.61916083,-73.98974664,1930 Nostrand Ave<br>http://www.mcdonalds.com/wireless.html
McDonald's,40.63826743,-73.94855866,516A Myrtle Ave<br>http://www.mcdonalds.com/wireless.html
McDonald's,40.69331136,-73.9645234,420 Fulton St<br>http://www.mcdonalds.com/wireless.html
McDonald's,40.69076359,-73.98624609,840 Atlantic Ave<br>http://www.mcdonalds.com/wireless.html
McDonald's,40.68135252,-73.96698001,1380 Broadway<br>http://www.mcdonalds.com/wireless.html
Starbucks Atlantic Terminal,40.68911549,-73.9218773,139 Flatbush Ave<br>http://www.starbucks.com
T-Mobile,40.68456646,-73.97723089,24 Graham Avenue<br>http://www.t-mobile.com
T-Mobile,40.70155451,-73.9419325,440 86th Street<br>http://www.t-mobile.com
T-Mobile,40.62194196,-74.02748974,2165 86th Street<br>http://www.t-mobile.com
The Chocolate Monkey,40.60251484,-73.99418007,329 Flatbush Ave<br>http://www.theUPSstore.com
The UPS Store,40.68934653,-73.99281438,320 7th Ave<br>http://www.theUPSstore.com
The UPS Store,40.66736663,-73.98148438,8225 5th Ave<br>http://www.theUPSstore.com
McDonald's,40.62357089,-74.02477912,22 E 23rd St Flatiron<br>http://www.mcdonalds.com/wireless.html
JFK International Airport - American Airlines Admirals Club (Domestic),40.74059696,-73.98807918,Terminal 9<br>http://www.aa.com/content/aboutUs/whereWeFly/terminals/terminal_JFK.jhtml
JFK International Airport - American Airlines Admirals Club (International),40.65033969,-73.79228972,Terminal 8<br>http://www.aa.com/content/aboutUs/whereWeFly/terminals/terminal_JFK.jhtml
LaGuardia Airport - American Airlines Admirals Club,40.64792069,-73.78936653,Central Terminal Building<br>http://www.aa.com/content/aboutUs/whereWeFly/terminals/terminal_LGA.jhtml
LaGuardia Airport,40.77497454,-73.87408076,Central Terminal Baggage Claim<br>http://www.boingo.com/search.html?stype=&pgt=results&cnty=US&ste=NY&cty=New%20York&cte=&zc=&dm=1&oft=100&sb=1
LaGuardia Airport,40.77459549,-73.87209128,Central Terminal Concourse A<br>http://www.boingo.com/search.html?stype=&pgt=results&cnty=US&ste=NY&cty=New%20York&cte=&zc=&dm=1&oft=100&sb=1
LaGuardia Airport,40.7747256,-73.86950303,Central Terminal Concourse B<br>http://www.boingo.com/search.html?stype=&pgt=results&cnty=US&ste=NY&cty=New%20York&cte=&zc=&dm=1&oft=100&sb=2
LaGuardia Airport,40.7753259,-73.87106925,Central Terminal Concourse C<br>http://www.boingo.com/search.html?stype=&pgt=results&cnty=US&ste=NY&cty=New%20York&cte=&zc=&dm=1&oft=100&sb=3
LaGuardia Airport,40.77571009,-73.87267964,Central Terminal Concourse D<br>http://www.boingo.com/search.html?stype=&pgt=results&cnty=US&ste=NY&cty=New%20York&cte=&zc=&dm=1&oft=100&sb=4
LaGuardia Airport,40.77550701,-73.87448072,Central Terminal Food Court<br>http://www.boingo.com/search.html?stype=&pgt=results&cnty=US&ste=NY&cty=New%20York&cte=&zc=&dm=1&oft=100&sb=5
LaGuardia Airport,40.77460061,-73.87171218,Central Terminal Ticketing Area<br>http://www.boingo.com/search.html?stype=&pgt=results&cnty=US&ste=NY&cty=New%20York&cte=&zc=&dm=1&oft=100&sb=6
LaGuardia Airport,40.77460746,-73.87289317,US Airways Terminal<br>http://www.boingo.com/search.html?stype=&pgt=results&cnty=US&ste=NY&cty=New%20York&cte=&zc=&dm=1&oft=100&sb=7
JFK International Airport - Roaming,40.771645,-73.86587776,Terminal 1<br>https://selfcare.hotspot.t-mobile.com/locations/displayUSRoamingLocationDetails.do?locationID=CCG34
JFK International Airport - Roaming,40.64338465,-73.79091884,Terminal 8<br>https://selfcare.hotspot.t-mobile.com/locations/displayUSRoamingLocationDetails.do?locationID=CCG34
LaGuardia Airport - Delta Airlines Crown Room Club,40.64808674,-73.7889872,Concourse level<br>http://www.delta.com/traveling_checkin/airport_information/airport_maps/new_york_lga/index.jsp
JFK International Airport - Delta Airlines Crown Room Club,40.76924027,-73.86229848,Terminal 3<br>http://www.delta.com/traveling_checkin/airport_information/airport_maps/new_york_jfk/index.jsp
JFK International Airport - Delta Business Elite Lounge,40.63831338,-73.78502034,Terminal 3<br>http://www.delta.com/traveling_checkin/airport_information/airport_maps/new_york_jfk/index.jsp
JFK International Airport - Delta Business Elite Lounge,40.63792432,-73.78533273,Terminal 3<br>http://www.delta.com/traveling_checkin/airport_information/airport_maps/new_york_jfk/index.jsp
JFK International Airport - Delta Business Elite Lounge,40.63856241,-73.78707683,Terminal 2<br>http://www.delta.com/traveling_checkin/airport_information/airport_maps/new_york_jfk/index.jsp
JFK International Airport - United Red Carpet Club,40.64047383,-73.78925985,Terminal 7<br>http://www.united.com/page/article/0
LaGuardia Airport - United Red Carpet Club,40.64992146,-73.78209988,Concourse C behind ticket counter<br>http://www.united.com/page/article/0
JFK International Airport - British Airways Concorde Room,40.77485696,-73.87257324,Terminal 7<br>http://btopenzone.hotspot-directory.com/site_details.php?site_id=82846&from=search&offset=1
JFK International Airport - British Airways FIRST Lounge,40.64991003,-73.78357056,Terminal 7<br>http://btopenzone.hotspot-directory.com/site_details.php?site_id=82846&from=search&offset=1
JFK International Airport - British Airways Terraces Lounge,40.64952871,-73.78218527,Terminal 7<br>http://btopenzone.hotspot-directory.com/site_details.php?site_id=82846&from=search&offset=1
The Seagram Building,40.64998501,-73.7829241,375 Park Ave.<br>http://www.equinoxfitness.com/
Public Telephone,40.75416992,-73.97982827,2 West 48th Street<br>http://www.AlbAssociates.com
Avalon Riverview-NY,40.77742046,-73.90911283,201 50th Ave<br>http://www.avis.com/
Avis - LaGuardia,40.66051941,-73.80487113,Laguardia Airport<br>http://www.avis.com/
JFK International Airport - Avion Bar,40.76978342,-73.88739967,Avion Bar<br>http://www.mcdonalds.com/wireless.html
